11/3/22,1639.1
11/4/22,1631.7
11/7/22,1678.6
11/8/22,1678
11/9/22,1715.2
11/10/22,1709.7
11/11/22,1758.3
11/14/22,1769.4
11/15/22,1774
11/16/22,1782
11/17/22,1777
11/18/22,1777.6
11/21/22,1766.6
11/22/22,1755.4
11/23/22,1755.6
11/25/22,1765.2
11/28/22,1771.1
11/29/22,1754.6
11/30/22,1763.4
12/1/22,1783.1
12/2/22,1817
